Name,Worth,Age,Country,Self Made,Dropped Out,Bachelors Degree,Masters Degree,MBA1,phd,professional_degree,Other Degrees,Joining Year,No Of Times On List,No Of Times Left,No Of Comebacks,Longest Time Away,Sector,Gender1,Detail1,Detail2,Number Of Degress,Presence On List,Continent/Region,last_year_on_list,last_off_list,founding_year,relation,Cluster,Age at start
Valentin Gapontsev,1.6,78,Russia,Y,N,Y,N,N,N,N,N,2012,5,1,1,1,Technology,male,"lasers, Self Made","Bachelor of Science in Engineering, Lviv Polytechnic National University; Ph.D, Moscow Institute of Physics and Technology",2,0.83,Europe,2017,2014,,,The Consistent,
Aydin Dogan,1.6,78,Turkey,Y,N,N,N,N,N,N,N,2007,8,2,1,1,Media,male,"media, Self Made",NA,0,0.73,Middle East,2015,2016,1961,Founder,The Hustler,25
Hubert Burda,1.6,77,Germany,N,N,Y,N,N,N,N,N,2007,11,0,0,0,Media,male,publishing,"Bachelor of Arts / Science, Ludwig Maxmilian University",1,1,Europe,2017,,1898,,The Consistent,
Gary Burrell,1.6,77,United States,Y,N,Y,Y,N,N,N,N,2007,8,2,1,1,Technology,male,"navigation equipment, Self Made","Bachelor of Arts / Science, Wichita State University; Master of Science, Rensselaer Polytechnic Institute",2,0.73,North America,2015,2016,1989,Founder,The Hustler,52
Christian Latouche,1.6,76,France,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Service,male,"accounting services, Self Made",NA,0,1,Europe,2017,,,,The Newbie,
Christopher Goldsbury,1.6,74,United States,N,N,Y,N,N,N,N,N,2007,11,0,0,0,Food and Beverage,male,salsa,"Bachelor of Arts / Science, Trinity University",1,1,North America,2017,,1947,Relation,The Consistent,
Kommer Damen,1.6,72,Netherlands,N,N,N,N,N,N,N,N,2015,3,0,0,0,Construction and Engineering,male,shipbuilding,NA,0,1,Europe,2017,,,,The Newbie,
Robert Mouawad,1.6,72,Lebanon,N,N,N,N,N,N,N,N,2015,3,0,0,0,Fashion and Retail,male,fine jewelry,NA,0,1,Middle East,2017,,,,The Newbie,
Horst Julius Pudwill,1.6,72,Germany,Y,N,N,Y,N,N,N,N,2014,4,0,0,0,Manufacturing,male,"manufacturing, Self Made","Master of Science in Engineering, Technical College in Flensburg",1,1,Europe,2017,,1985,Founder,The Consistent,41
Michael Ashcroft,1.6,71,United Kingdom,Y,N,N,N,N,N,N,N,2012,6,0,0,0,Technology,male,"security, Self Made",NA,0,1,Europe,2017,,1972,Founder,The Consistent,27
David Booth,1.6,71,United States,Y,N,Y,Y,Y,N,N,N,2014,4,0,0,0,Finance,male,"mutual funds, Self Made","Bachelor of Arts / Science, University of Kansas; Master of Science, University of Kansas; Master of Business Administration, Booth School of Business",3,1,North America,2017,,1981,,The Consistent,36
Piero Ferrari,1.6,71,Italy,N,N,N,N,N,N,N,N,2016,2,0,0,0,Automotive,male,automobiles,NA,0,1,Europe,2017,,,,The Newbie,
William Berkley,1.6,70,United States,Y,N,Y,N,Y,N,N,N,2015,3,0,0,0,Finance,male,"insurance, Self Made","Master of Business Administration, Harvard University; Bachelor of Arts / Science, New York University",2,1,North America,2017,,,,The Newbie,
Lutz Mario Helmig,1.6,70,Germany,Y,N,N,N,N,N,N,N,2014,4,0,0,0,Health care,male,"medical facilities, Self Made",NA,0,1,Europe,2017,,1987,Founder,The Consistent,41
Elie Horn,1.6,70,Brazil,Y,N,Y,N,N,N,N,N,2007,7,2,1,1,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, Universidade Presbiteriana Mackenzie",1,0.64,South America,2014,2015,1962,Founder,The Hustler,19
Mohed Altrad,1.6,69,France,Y,N,N,N,N,N,N,N,2015,3,0,0,0,Construction and Engineering,male,"scaffolding, cement mixers, Self Made",NA,0,1,Europe,2017,,,,The Newbie,
Eduardo Carmignac,1.6,69,France,Y,N,N,N,N,N,N,N,2015,3,0,0,0,Finance,male,"asset management, Self Made",NA,0,1,Europe,2017,,,,The Newbie,
Chen Lip Keong,1.6,69,Malaysia,Y,N,N,N,N,N,N,N,2013,3,1,1,2,Gaming,male,"casinos, property, Self Made",NA,0,0.6,Asia,2017,2015,1995,Founder,The Hustler,48
Mehmet Nazif Gunal,1.6,69,Turkey,Y,N,N,N,N,N,N,N,2012,6,0,0,0,Diversified,male,"tourism, construction, Self Made",NA,0,1,Middle East,2017,,,,The Consistent,
P.N.C. Menon,1.6,68,Oman,Y,N,N,N,N,N,N,N,2014,4,0,0,0,Real Estate,male,"real estate, Self Made",NA,0,1,Middle East,2017,,,,The Consistent,
Su Suyu,1.6,68,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Energy,male,"utilities, real estate, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Sezai Bacaksiz,1.6,67,Turkey,Y,N,N,N,N,N,N,N,2016,2,0,0,0,Diversified,male,"diversified, Self Made",NA,0,1,Middle East,2017,,,,The Newbie,
Hur Young-In,1.6,67,South Korea,N,N,Y,N,N,N,N,N,2016,2,0,0,0,Food and Beverage,male,"bakeries, fast food","Bachelor of Arts / Economics, Kyung Hee University",1,1,Asia,2017,,,,The Newbie,
Kerr Neilson,1.6,67,Australia,Y,N,Y,N,N,N,N,N,2008,10,0,0,0,Investments,male,"investment, Self Made","Bachelor of Arts / Science, University of Cape Town",1,1,Oceania,2017,,1994,Founder,The Consistent,45
Folorunsho Alakija,1.6,66,Nigeria,Y,N,N,N,N,N,N,N,2014,4,0,0,0,Energy,female,"oil, Self Made",NA,0,1,Africa,2017,,1991,,The Consistent,41
Chen Xueli,1.6,66,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Health care,male,"pharmaceuticals, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Murali Divi,1.6,66,India,Y,N,N,N,N,N,N,N,2013,5,0,0,0,Health care,male,"pharmaceuticals, Self Made",NA,0,1,Asia,2017,,1990,Founder,The Consistent,40
Timothy Headington,1.6,66,United States,N,N,Y,N,N,N,N,N,2007,11,0,0,0,Energy,male,"oil & gas, investments","Bachelor of Arts / Science, University of Oklahoma",1,1,North America,2017,,,Founder,The Consistent,
Johannes Karcher,1.6,66,Germany,N,N,N,N,N,N,N,N,2016,2,0,0,0,Manufacturing,female,"vacuums, cleaning products",NA,0,1,Europe,2017,,,,The Newbie,
Nihat Ozdemir,1.6,66,Turkey,Y,N,N,N,N,N,N,N,2011,5,1,1,2,Diversified,male,"diversified, Self Made",NA,0,0.71,Middle East,2017,2014,,,The Hustler,
Alan Casden,1.6,66,United States,Y,N,Y,N,N,N,N,N,2007,6,1,0,0,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, University of Southern California",1,0.55,North America,2012,2013,,,The Ghost,
Edwin Soeryadjaya,1.6,66,Indonesia,N,N,Y,N,N,N,N,N,2011,5,1,0,0,Metals and Mining,male,"coal, investments","Bachelor of Arts / Science, University of Southern California",1,0.71,Asia,2015,2016,,,The Hustler,
Phyllis Taylor,1.6,66,United States,N,N,Y,N,N,N,Y,N,2007,2,1,0,0,Energy,male,NA,NA,0,0.18,North America,2008,2009,,,The Ghost,
Hamilton James,1.6,65,United States,Y,N,Y,N,Y,N,N,N,2008,6,2,2,3,Investments,male,"investments, Self Made","Bachelor of Arts / Science, Harvard University; Master of Business Administration, Harvard University",2,0.6,North America,2017,2011,1985,,The Hustler,34
Jim Justice,1.6,65,United States,N,N,Y,N,Y,N,N,N,2012,6,0,0,0,Metals and Mining,male,coal,"Bachelor of Arts / Science, Marshall University; Master of Business Administration, Marshall University",2,1,North America,2017,,,,The Consistent,
Mario Moretti Polegato,1.6,64,Italy,Y,N,N,N,N,N,N,N,2007,11,0,0,0,Fashion and Retail,male,"shoes, Self Made",NA,0,1,Europe,2017,,1995,Founder,The Consistent,43
Diego Della Valle,1.6,63,Italy,N,N,N,N,N,N,N,N,2011,7,0,0,0,Fashion and Retail,female,shoes,NA,0,1,Europe,2017,,,,The Consistent,
Philippe Ginestet,1.6,63,France,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Retail,male,"retail stores, Self Made",NA,0,1,Europe,2017,,,,The Newbie,
Venugopal Dhoot,1.6,63,India,N,N,N,N,N,N,N,N,2007,7,2,1,2,Technology,male,electronics,NA,0,0.64,Asia,2015,2016,1979,Relation,The Hustler,
Wang Muqing,1.6,63,China,Y,N,Y,N,N,N,N,N,2012,3,1,0,0,Retail,male,"auto distribution, Self Made","Diploma, Jilin University",1,0.5,Asia,2014,2015,,,The Hustler,
Vinod Khosla,1.6,62,United States,Y,N,Y,Y,Y,N,N,N,2008,10,0,0,0,Investments,male,"venture capital, Self Made","Bachelor of Arts / Science, Indian Institute of Technology; Master of Science, Carnegie Mellon University; Master of Business Administration, Stanford Graduate School of Business",3,1,North America,2017,,1982,Founder,The Consistent,28
Thomas Lau,1.6,62,Hong Kong,N,N,N,N,N,N,N,N,2015,3,0,0,0,Retail,male,department stores,NA,0,1,Asia,2017,,,,The Newbie,
Sarah Chaney,1.6,62,United States,N,N,N,N,N,N,N,N,2015,2,1,0,0,Agriculture,female,Cargill,NA,0,0.67,North America,2016,2017,,,The Newbie,
Turgay Ciner,1.6,61,Turkey,Y,N,Y,N,N,N,N,N,2007,9,2,2,1,Diversified,male,"diversified, Self Made","Bachelor of Arts / Science, Istanbul Academy",1,0.82,Middle East,2017,2014,,,The Hustler,
Senapathy Gopalakrishnan,1.6,61,India,Y,N,N,Y,N,N,N,N,2007,10,1,1,1,Software,male,"software services, Self Made","Master of Science, Indian Institute of Technology",1,0.91,Asia,2017,2009,1981,Founder And Executive Vice Chairman,The Consistent,26
Nandan Nilekani,1.6,61,India,Y,N,Y,N,N,N,N,N,2007,10,1,1,1,Software,male,"software services, Self Made","Bachelor of Arts / Science, Indian Institute of Technology",1,0.91,Asia,2017,2009,1981,,The Consistent,26
Alan N. Trefler,1.6,61,United States,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Software,male,"software, Self Made",NA,0,1,North America,2017,,,,The Newbie,
Joy Alukkas,1.6,60,India,N,N,N,N,N,N,N,N,2013,3,1,1,2,Fashion and Retail,female,jewelry,NA,0,0.6,Asia,2017,2014,,,The Hustler,
Cheung Yan,1.6,60,China,Y,N,N,N,N,N,N,N,2013,4,1,1,1,Manufacturing,female,"paper manufacturing, Self Made",NA,0,0.8,Asia,2017,2016,1995,Founder,The Consistent,39
Jacques D'Amours,1.6,60,Canada,Y,N,N,N,N,N,N,N,2015,3,0,0,0,Retail,male,"retail, Self Made",NA,0,1,North America,2017,,,,The Newbie,
Bernd Freier,1.6,60,Germany,Y,N,N,N,N,N,N,N,2014,4,0,0,0,Fashion and Retail,male,"fashion retail, Self Made",NA,0,1,Europe,2017,,,,The Consistent,
He Yamin,1.6,60,China,Y,N,N,N,N,N,N,N,2016,2,0,0,0,Manufacturing,male,"manufacturing, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
David Teoh,1.6,60,Australia,Y,N,N,N,N,N,N,N,2016,2,0,0,0,Technology,male,"telecom, Self Made",NA,0,1,Oceania,2017,,,,The Newbie,
Susanne Zimmermann von Siefart <c2>,1.6,60,Germany,N,N,N,N,N,N,N,N,2016,2,0,0,0,Manufacturing,female,"vacuums, home cleaning products",NA,0,1,Europe,2017,,,,The Newbie,
Thomas Steyer,1.6,59,United States,Y,N,Y,N,Y,N,N,N,2008,7,1,1,3,Finance,male,"hedge funds, Self Made","Bachelor of Arts / Science, Yale University; Master of Business Administration, Stanford University",2,0.7,North America,2017,2009,1986,,The Hustler,29
Michael Lee-Chin,1.6,59,Canada,Y,N,Y,N,N,N,N,N,2007,4,1,0,0,Finance,male,"mutual funds, Self Made","Bachelor of Arts / Science, McMaster University",1,0.36,North America,2010,2011,1950,Relation,The Ghost,
Chin Jong Hwa,1.6,58,Taiwan,Y,N,N,N,N,N,N,N,2015,2,1,1,1,Automotive,male,"auto parts, Self Made",NA,0,0.67,Asia,2017,2016,,,The Newbie,
Jeffrey Gundlach,1.6,58,United States,Y,N,Y,N,N,N,N,N,2015,3,0,0,0,Investments,male,"investments, Self Made","Bachelor of Arts / Science, Dartmouth College",1,1,North America,2017,,,,The Newbie,
Thai Lee,1.6,58,United States,Y,N,Y,N,Y,N,N,N,2017,1,0,0,0,Technology,male,"IT provider, Self Made","Bachelor of Arts / Science, Amherst College; Master of Business Administration, Harvard Business School",2,1,North America,2017,,,,The Newbie,
"H. Ross Perot, Jr.",1.6,58,United States,N,N,Y,N,N,N,N,N,2014,4,0,0,0,Real Estate,female,real estate,"Bachelor of Arts / Science, Vanderbilt University",1,1,North America,2017,,,,The Consistent,
Shalva Chigirinsky,1.6,58,Russia,Y,N,N,N,N,N,N,N,2007,2,1,0,0,Energy,male,"self made, oil",Sechenov State Medical Institute,1,0.18,Europe,2008,2009,,,The Ghost,
Sait-Salam Gutseriev,1.6,57,Russia,Y,N,Y,N,N,N,N,N,2016,2,0,0,0,Energy,male,"oil, banking, real estate, Self Made","Bachelor of Arts / Science, Grozny State Oil Institute (1982)",1,1,Europe,2017,,,,The Newbie,
Sanjiv Goenka,1.6,56,India,N,N,Y,N,N,N,N,N,2015,3,0,0,0,Diversified,male,diversified,"Bachelor of Arts / Science, Calcutta University",1,1,Asia,2017,,,,The Newbie,
Marc Lasry,1.6,56,United States,Y,N,Y,N,N,Y,Y,N,2008,10,0,0,0,Finance,male,"hedge funds, Self Made","Bachelor of Arts / Science, Clark University; Doctor of Jurisprudence, New York Law School",2,1,North America,2017,,1995,Founder,The Consistent,35
Wang Qingtao,1.6,55,China,Y,N,N,N,N,N,N,N,2015,3,0,0,0,Metals and Mining,male,"steel smelting, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Ye Cheng,1.6,55,China,Y,N,N,N,N,N,N,N,2013,5,0,0,0,Diversified,male,"conglomerate, Self Made",NA,0,1,Asia,2017,,1992,Chairman,The Consistent,
Lin Tianfu,1.6,54,Hong Kong,Y,N,N,N,N,N,N,N,2015,2,1,1,1,Fashion and Retail,male,"footwear, apparel, Self Made",NA,0,0.67,Asia,2017,2016,,,The Newbie,
Petter Stordalen,1.6,54,Norway,Y,N,N,N,N,N,N,N,2012,6,0,0,0,Service,male,"hotels, Self Made",NA,0,1,Europe,2017,,1996,,The Consistent,34
Wen Pengcheng,1.6,54,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Agriculture,male,"agribusiness, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
"Li Li, health care",1.6,53,China,Y,N,Y,N,N,N,N,N,2011,7,0,0,0,Health care,male,"pharmaceuticals, Self Made","Bachelor of Arts / Science, Sichuan University",1,1,Asia,2017,,,,The Consistent,
Manuel Manrique,1.6,53,Spain,Y,N,N,N,N,N,N,N,2007,1,1,0,0,Construction and Engineering,male,"self made, construction",NA,0,0.09,Europe,2007,2008,,,The Ghost,
O. Francis Biondi,1.6,52,United States,Y,N,Y,N,Y,N,N,N,2014,4,0,0,0,Finance,male,"hedge fund, Self Made","Bachelor of Arts / Science, Yale University; Master of Business Administration, Harvard Business School",2,1,North America,2017,,1995,,The Consistent,31
Brian Higgins,1.6,52,United States,Y,N,Y,N,N,N,N,N,2014,4,0,0,0,Finance,male,"hedge funds, Self Made","Bachelor of Arts / Science, Villanova University",1,1,North America,2017,,1995,,The Consistent,31
Chen Yihong,1.6,52,China,Y,N,N,N,Y,N,N,N,2008,3,2,1,1,Retail,male,"retail, Self Made","EMBA, Lincoln University",1,0.3,Asia,2011,2012,,,The Ghost,
Chen Qingzhou,1.6,51,China,Y,N,N,N,N,N,N,N,2016,2,0,0,0,Media,male,"communications equipment, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
James Balsillie,1.6,50,Canada,Y,N,Y,N,Y,N,N,N,2007,5,1,0,0,Technology,male,"Research in Motion, Self Made","Master of Business Administration, Harvard University; Bachelor of Arts / Science, University of Toronto",2,0.45,North America,2011,2012,,,The Ghost,
Alexander Karp,1.6,49,United States,Y,N,Y,N,N,Y,Y,N,2015,3,0,0,0,Software,male,"software firm, Self Made","Doctor of Jurisprudence, Stanford University; Bachelor of Arts / Science, Haverford College",2,1,North America,2017,,,,The Newbie,
Ma Hong,1.6,49,China,Y,N,N,N,N,N,N,N,2015,3,0,0,0,Fashion and Retail,male,"fashion retail, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Yuri Shefler,1.6,49,Russia,Y,N,Y,N,N,N,N,N,2015,3,0,0,0,Food and Beverage,male,"alcohol, Self Made","Bachelor of Arts / Science, Plekhanov Russian University of Economics",1,1,Europe,2017,,,,The Newbie,
Jonathan Harmsworth,1.6,48,United Kingdom,N,N,N,N,N,N,N,N,2007,6,3,2,2,Media,male,publishing,NA,0,0.55,Europe,2016,2017,1894,Relation,The Hustler,
Tom Ward,1.6,48,United States,Y,N,N,N,N,N,N,Y,2007,2,1,0,0,Energy,male,NA,NA,0,0.18,North America,2008,2009,,,The Ghost,
Wong Kwong Yu,1.6,47,China,Y,N,N,N,N,N,N,N,2007,8,1,1,3,Retail,male,"retail, Self Made",NA,0,0.73,Asia,2017,2009,,,The Hustler,
Aerin Lauder Zinterhofer,1.6,46,United States,N,N,N,N,N,N,N,N,2014,4,0,0,0,Fashion and Retail,male,cosmetics,NA,0,1,North America,2017,,,,The Consistent,
Lee Boo-Jin,1.6,46,South Korea,N,N,Y,N,N,N,N,N,2012,6,0,0,0,Diversified,female,computer services/tourism,"Bachelor of Arts / Science, Yonsei University",1,1,Asia,2017,,1938,Relation,The Consistent,
Roman Trotsenko,1.6,46,Russia,Y,N,N,N,N,Y,N,N,2017,1,0,0,0,Logistics,male,"transport, engineering, real estate, Self Made","Master of Laws, Moscow State University",1,1,Europe,2017,,,,The Newbie,
Kim Nam-Jung,1.6,44,South Korea,N,N,Y,N,Y,N,N,N,2015,3,0,0,0,Food and Beverage,male,food,"Bachelor of Arts / Science, Korea University; Master of Business Administration, Stephen M. Ross School of Business",2,1,Asia,2017,,,,The Newbie,
Jane Lauder,1.6,44,United States,N,N,N,N,N,N,N,N,2014,4,0,0,0,Fashion and Retail,female,cosmetics,NA,0,1,North America,2017,,,,The Consistent,
Huang Shaowu,1.6,43,China,Y,N,N,N,N,N,N,N,2011,3,2,1,1,Retail,male,"mobile phone retailing, Self Made",NA,0,0.43,Asia,2014,2015,,,The Hustler,
Igor Yakovlev,1.6,42,Russia,Y,N,N,N,N,N,N,N,2007,2,1,0,0,Retail,male,"self made, home appliance stores",,0,0.18,Europe,2008,2009,,,The Ghost,
Lawrence Ho,1.6,40,Hong Kong,N,N,Y,N,N,N,N,N,2014,4,0,0,0,Gaming,male,casinos,"Bachelor of Arts / Science, University of Toronto",1,1,Asia,2017,,,,The Consistent,
Anurag Dikshit,1.6,37,India,Y,N,N,N,N,N,N,N,2007,3,1,0,0,Gaming,male,"self made, online gambling",NA,0,0.27,Asia,2009,2010,,,The Ghost,
Ayman Hariri,1.6,37,Saudi Arabia,N,N,N,N,N,N,N,N,2007,10,1,0,0,Construction and Engineering,male,NA,NA,0,0.91,Middle East,2016,2017,,,The Consistent,
Xian Yang,1.6,37,China,Y,N,Y,N,Y,N,N,N,2008,3,2,1,1,Metals and Mining,male,NA,NA,0,0.3,Asia,2011,2012,,,The Ghost,
Fahd Hariri,1.6,35,Lebanon,N,N,N,N,N,N,N,N,2007,10,1,0,0,Construction and Engineering,male,"construction, investments",NA,0,0.91,Middle East,2016,2017,,Relation,The Consistent,
Ben Silbermann,1.6,34,United States,Y,N,Y,N,N,N,N,N,2016,2,0,0,0,Software,male,"Pinterest, Self Made","Bachelor of Arts / Science, Yale University",1,1,North America,2017,,,,The Newbie,
Ryan Graves,1.6,33,United States,Y,N,Y,N,N,N,N,N,2015,3,0,0,0,Software,male,"uber, Self Made","Bachelor of Arts / Science, Miami University of Ohio",1,1,North America,2017,,,,The Newbie,
